Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size_ml,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Divine Exfoliator,Shiseido,Moisturizer,Occasional,148.52,4.8,2770,30,Sensitive,Male,Jar,Salicylic Acid,False,UK
Perfect Eyeliner,Danessa Myricks,Mascara,Daily,95.58,3.4,3210,100,Oily,Female,Spray,Aloe Vera,True,Australia
Perfect Powder,Rare Beauty,Concealer,Daily,72.02,3.2,7904,250,Sensitive,Female,Bottle,Vitamin C,False,USA
Divine Blush,Yves Saint Laurent,BB Cream,Monthly,77.03,2.9,1123,100,Oily,Female,Spray,Glycerin,False,Germany
Super Lipstick,Drunk Elephant,Face Mask,Monthly,22.61,2.4,6893,50,Combination,Female,Tube,Shea Butter,False,Italy
Divine Serum,Glossier,Exfoliator,Occasional,109.66,4.9,544,200,Sensitive,Male,Compact,Aloe Vera,True,UK
Super Eyeliner,Kiehl’s,Makeup Remover,Weekly,77.02,1.3,294,200,Oily,Female,Stick,Shea Butter,True,USA
Perfect Serum,Rare Beauty,Concealer,Monthly,23.89,2.8,4018,100,Combination,Female,Tube,Glycerin,False,UK
Divine Powder,Laura Mercier,Primer,Weekly,78.59,4.8,995,200,Sensitive,Female,Bottle,Salicylic Acid,False,Italy
Divine Eyeliner,Perricone MD,BB Cream,Monthly,32.05,3.4,7980,30,Normal,Male,Jar,Aloe Vera,False,Australia
Magic Face Mask,Hourglass,Blush,Occasional,138.62,4.4,4565,30,Normal,Unisex,Spray,Shea Butter,True,Japan
Magic Concealer,Sisley,Primer,Weekly,53.15,2.9,2866,100,Combination,Female,Bottle,Salicylic Acid,True,USA
Magic Primer,Fenty Beauty,Makeup Remover,Occasional,47.13,1.6,5183,100,Sensitive,Male,Spray,Vitamin C,False,South Korea
Magic Primer,RMS Beauty,Makeup Remover,Daily,83.71,1.6,4739,150,Sensitive,Female,Stick,Vitamin C,False,South Korea
Magic Exfoliator,Tarte,Face Mask,Occasional,80.99,1.6,1326,150,Oily,Female,Compact,Vitamin C,True,Germany
Perfect Powder,Yves Saint Laurent,Foundation,Daily,99.55,2.5,5389,100,Dry,Female,Tube,Retinol,False,South Korea
Super Face Mask,IT Cosmetics,BB Cream,Daily,32.65,3.3,8633,150,Dry,Male,Spray,Shea Butter,False,UK
Perfect Contour,Laura Mercier,Serum,Occasional,53.74,3.8,2311,150,Normal,Unisex,Stick,Vitamin C,True,Australia
Perfect Lip Gloss,Becca,Mascara,Monthly,52.12,2.2,5218,250,Combination,Unisex,Spray,Retinol,False,UK
Super Highlighter,Too Faced,BB Cream,Weekly,23.42,3,7249,50,Dry,Female,Stick,Glycerin,False,UK
Divine Eye Shadow,Clinique,Contour,Monthly,34.91,1.1,6724,100,Dry,Unisex,Jar,Aloe Vera,False,USA
Divine Eye Shadow,Bobby Brown,Serum,Occasional,82.74,4.9,5728,250,Normal,Male,Jar,Glycerin,True,Japan
Super Lip Liner,Ilia Beauty,Mascara,Monthly,23.18,2.1,8513,250,Combination,Male,Bottle,Retinol,True,Germany
Perfect Face Mask,Glossier,Lip Liner,Monthly,118.9,4.3,5517,200,Oily,Unisex,Compact,Hyaluronic Acid,False,France
Super Moisturizer,Juvia’s Place,Setting Spray,Occasional,132.91,2.2,1661,30,Dry,Female,Compact,Glycerin,False,France
Divine Face Mask,ColourPop,Makeup Remover,Occasional,38.76,4,6157,150,Dry,Male,Stick,Aloe Vera,True,Japan
Perfect CC Cream,Too Faced,Highlighter,Monthly,105.55,1.6,8498,50,Sensitive,Unisex,Tube,Retinol,False,South Korea
Super Bronzer,Bite Beauty,Eye Shadow,Occasional,81.96,3.9,2450,200,Dry,Female,Stick,Salicylic Acid,True,South Korea
Perfect Moisturizer,NARS,Cleanser,Daily,108.75,2.4,9948,250,Dry,Male,Spray,Shea Butter,True,South Korea
Magic Lip Liner,Anastasia Beverly Hills,CC Cream,Daily,112.17,1.9,9969,30,Normal,Unisex,Spray,Retinol,False,Australia
Magic Lip Gloss,Huda Beauty,Serum,Weekly,55.27,3.3,6488,30,Sensitive,Female,Tube,Shea Butter,False,Japan
Divine Face Mask,RMS Beauty,Eyeliner,Monthly,76.56,1.2,3780,200,Oily,Female,Tube,Salicylic Acid,False,Germany
Super Highlighter,Glossier,Lip Liner,Daily,53.36,2.4,8981,100,Combination,Male,Jar,Retinol,True,Italy
Perfect Foundation,Ilia Beauty,Concealer,Daily,29.81,4.7,610,250,Oily,Unisex,Stick,Glycerin,True,USA
Ultra Serum,Natasha Denona,Serum,Weekly,89.3,3.4,2035,100,Sensitive,Male,Bottle,Glycerin,False,Italy
Ultra Lipstick,Milk Makeup,Bronzer,Monthly,19.19,2.7,8102,200,Combination,Female,Tube,Hyaluronic Acid,True,Australia
Ultra Eye Shadow,Glossier,Bronzer,Monthly,10.99,1.4,7530,50,Combination,Male,Compact,Shea Butter,True,France
Divine Makeup Remover,Tarte,Eye Shadow,Daily,44.82,3.6,9368,100,Normal,Unisex,Bottle,Aloe Vera,True,France
Ultra Foundation,ColourPop,Face Mask,Daily,119.2,4.7,448,50,Dry,Male,Stick,Salicylic Acid,True,France
Perfect Highlighter,Bourjois,Lipstick,Daily,118.98,2.2,3101,30,Sensitive,Male,Compact,Shea Butter,True,France
Ultra Concealer,ColourPop,Serum,Monthly,39.31,4,4562,250,Oily,Female,Bottle,Vitamin C,True,Australia
Magic Cleanser,Hourglass,Bronzer,Weekly,39.28,4.3,361,50,Oily,Unisex,Stick,Retinol,True,South Korea
Magic Eye Shadow,Kiehl’s,Concealer,Weekly,13.42,1.4,4355,30,Combination,Unisex,Stick,Retinol,False,UK
Divine Cleanser,Danessa Myricks,Eyeliner,Daily,143.85,2.8,2279,50,Oily,Unisex,Tube,Glycerin,True,France
Magic Makeup Remover,RMS Beauty,Concealer,Daily,144,2.4,1361,250,Combination,Unisex,Tube,Aloe Vera,False,France
Super Serum,Fenty Beauty,Eye Shadow,Daily,73.73,2,6420,200,Oily,Unisex,Spray,Glycerin,False,USA
Perfect Eye Shadow,KVD Beauty,Lip Liner,Monthly,139.51,3,4208,200,Normal,Unisex,Compact,Glycerin,False,South Korea
Perfect Serum,Sisley,Face Mask,Daily,57.84,4.4,6314,30,Normal,Female,Jar,Salicylic Acid,False,Italy
Super Face Oil,Sisley,Blush,Occasional,115.95,1.8,1913,30,Normal,Female,Compact,Aloe Vera,False,France
Magic Setting Spray,ColourPop,Serum,Daily,54.67,4.7,6177,200,Combination,Unisex,Tube,Shea Butter,True,UK
Perfect BB Cream,RMS Beauty,Foundation,Weekly,11.16,1.7,7255,150,Combination,Male,Tube,Hyaluronic Acid,True,South Korea
Super Lipstick,Charlotte Tilbury,Exfoliator,Weekly,83.83,2.5,4536,100,Sensitive,Unisex,Spray,Retinol,False,Japan
Magic Contour,Morphe,Eyeliner,Monthly,135.63,3.3,4929,200,Normal,Male,Bottle,Glycerin,False,Australia
Ultra Face Oil,KVD Beauty,Exfoliator,Monthly,120.05,1.5,2385,30,Combination,Unisex,Bottle,Aloe Vera,False,Japan
Super Exfoliator,Milk Makeup,Powder,Monthly,29.58,4.9,5080,50,Combination,Female,Bottle,Salicylic Acid,True,Italy
Perfect Makeup Remover,Perricone MD,Eye Shadow,Weekly,109.08,2.3,4106,250,Dry,Male,Jar,Retinol,True,Italy
Ultra Contour,Glossier,Moisturizer,Monthly,96.79,1.7,1467,200,Sensitive,Male,Tube,Shea Butter,True,UK
Ultra Contour,Morphe,Blush,Daily,40.94,2.1,5447,50,Oily,Unisex,Bottle,Salicylic Acid,False,Germany
Magic BB Cream,Tarte,Mascara,Monthly,124.13,3.6,7436,250,Combination,Male,Stick,Shea Butter,False,France
Ultra Lip Gloss,RMS Beauty,Moisturizer,Daily,38.71,1.6,6872,50,Normal,Male,Compact,Hyaluronic Acid,False,UK
Perfect Eye Shadow,Make Up For Ever,BB Cream,Daily,120.73,3.2,6460,100,Combination,Female,Bottle,Glycerin,True,Italy
Super Primer,Fenty Beauty,Lipstick,Monthly,47.72,2.3,2923,250,Oily,Male,Spray,Retinol,False,Germany
Magic Lip Liner,Pat McGrath Labs,Contour,Monthly,48.7,3.6,3495,100,Oily,Male,Compact,Aloe Vera,False,USA
Divine Bronzer,Clinique,Bronzer,Monthly,32.01,1.7,3610,250,Combination,Female,Tube,Glycerin,False,USA
Magic Contour,RMS Beauty,Eye Shadow,Weekly,97.14,4.2,806,100,Normal,Unisex,Jar,Salicylic Acid,False,UK
Ultra Lipstick,Becca,Face Mask,Monthly,73.9,2,6344,50,Dry,Unisex,Tube,Glycerin,False,USA
Perfect Makeup Remover,ColourPop,Mascara,Occasional,89.07,1.2,2621,30,Sensitive,Unisex,Compact,Glycerin,False,Italy
Divine Lip Gloss,Yves Saint Laurent,Mascara,Monthly,21.85,2.6,6279,30,Dry,Unisex,Jar,Vitamin C,False,Japan
Perfect Blush,Anastasia Beverly Hills,Bronzer,Weekly,89.41,1.9,5880,100,Sensitive,Female,Compact,Retinol,True,Italy
Ultra Makeup Remover,Bourjois,Blush,Occasional,15.62,3.4,2140,250,Sensitive,Unisex,Jar,Vitamin C,True,France
Super Face Mask,Laura Mercier,Lip Gloss,Occasional,122.15,3.6,4326,150,Dry,Female,Compact,Aloe Vera,False,France
Magic Eyeliner,Tatcha,BB Cream,Weekly,10.25,3,5924,200,Sensitive,Male,Stick,Salicylic Acid,True,South Korea
Ultra Setting Spray,RMS Beauty,Serum,Monthly,136.33,1.2,127,50,Combination,Male,Tube,Salicylic Acid,False,UK
Perfect Setting Spray,Natasha Denona,Highlighter,Weekly,16.27,2.1,2094,50,Normal,Male,Jar,Glycerin,True,Australia
Magic Bronzer,NARS,Face Oil,Occasional,22.97,4.4,2675,30,Normal,Unisex,Stick,Aloe Vera,True,France
Divine CC Cream,ColourPop,Makeup Remover,Daily,106.81,2.4,8727,150,Sensitive,Unisex,Bottle,Vitamin C,True,Italy
Ultra Eyeliner,Pat McGrath Labs,Concealer,Weekly,88.68,3.7,3839,50,Dry,Unisex,Stick,Aloe Vera,True,UK
Ultra Face Mask,Natasha Denona,Eyeliner,Daily,60.42,2.7,1230,50,Oily,Female,Spray,Retinol,True,South Korea
Magic CC Cream,Juvia’s Place,Bronzer,Daily,50.64,4.2,4343,250,Dry,Female,Spray,Hyaluronic Acid,False,Australia
Magic Lip Gloss,Pat McGrath Labs,Setting Spray,Occasional,71.83,2.5,9178,150,Dry,Male,Tube,Hyaluronic Acid,True,South Korea
Divine BB Cream,Pat McGrath Labs,Makeup Remover,Occasional,83.4,2.2,4991,250,Normal,Unisex,Jar,Retinol,True,Japan
Ultra CC Cream,Shiseido,Powder,Monthly,68.14,1.9,6056,250,Dry,Female,Stick,Vitamin C,True,Germany
Divine Exfoliator,Danessa Myricks,Moisturizer,Daily,113.92,4.7,9426,250,Combination,Unisex,Bottle,Salicylic Acid,False,Italy
Magic Makeup Remover,Sisley,Primer,Occasional,43.92,4.7,1052,200,Oily,Unisex,Tube,Aloe Vera,True,Italy
Divine CC Cream,Yves Saint Laurent,Lip Gloss,Weekly,48.24,1.2,5927,100,Normal,Male,Tube,Retinol,True,Germany
Magic Lip Liner,E.l.f.,Face Oil,Occasional,144.71,1.3,5787,200,Normal,Female,Bottle,Shea Butter,True,Italy
Perfect Eye Shadow,Clinique,Concealer,Monthly,118.27,2.6,8346,50,Dry,Male,Jar,Hyaluronic Acid,False,UK
Perfect Moisturizer,Tatcha,Makeup Remover,Monthly,17.66,2.4,7259,50,Sensitive,Male,Bottle,Hyaluronic Acid,False,Japan
Super Eye Shadow,Hourglass,Powder,Weekly,131.77,2.4,1554,200,Dry,Female,Compact,Shea Butter,True,Australia
Super Contour,Tarte,Makeup Remover,Daily,39.89,3.9,2437,250,Normal,Male,Bottle,Hyaluronic Acid,True,USA
Divine Contour,Perricone MD,Setting Spray,Weekly,130.81,2.9,8306,200,Sensitive,Male,Tube,Salicylic Acid,False,Japan
Super Contour,ColourPop,Face Mask,Daily,138,3.3,5215,100,Dry,Male,Tube,Retinol,False,UK
Super Primer,Morphe,Moisturizer,Weekly,112.26,1.7,6929,200,Oily,Unisex,Stick,Shea Butter,True,Germany
Magic Eye Shadow,Make Up For Ever,Bronzer,Daily,133.08,2.5,2370,30,Sensitive,Unisex,Stick,Hyaluronic Acid,True,Italy
Perfect Contour,Anastasia Beverly Hills,Mascara,Weekly,36.18,4.4,3157,200,Normal,Female,Spray,Vitamin C,True,Italy
Super Eyeliner,Milk Makeup,Serum,Occasional,122.09,4,8488,100,Combination,Unisex,Tube,Shea Butter,True,USA
Magic Mascara,Natasha Denona,Mascara,Weekly,50.63,4.3,6993,200,Combination,Female,Spray,Shea Butter,False,France
Ultra Mascara,Anastasia Beverly Hills,Mascara,Daily,103.9,1.1,9813,250,Normal,Female,Compact,Shea Butter,False,Italy
Ultra Face Mask,E.l.f.,Mascara,Daily,74.26,1.7,5197,100,Oily,Male,Jar,Hyaluronic Acid,False,South Korea
Magic Primer,Drunk Elephant,Bronzer,Weekly,143.08,1.4,9561,250,Normal,Unisex,Tube,Hyaluronic Acid,False,Japan
Magic Face Oil,Perricone MD,Powder,Weekly,88.46,1.5,410,100,Oily,Unisex,Stick,Retinol,False,South Korea
Divine Cleanser,ColourPop,CC Cream,Weekly,23.82,3.3,9582,250,Combination,Unisex,Stick,Hyaluronic Acid,True,UK
Divine Makeup Remover,KVD Beauty,Highlighter,Daily,71.39,2.7,8883,30,Oily,Female,Bottle,Salicylic Acid,True,South Korea
Perfect Primer,Shiseido,BB Cream,Occasional,45.73,1.5,9208,150,Normal,Male,Bottle,Vitamin C,True,France
Perfect Serum,NARS,Lipstick,Weekly,17.89,3,1052,50,Oily,Unisex,Bottle,Shea Butter,True,Italy
Divine Serum,Drunk Elephant,Powder,Weekly,17.02,1.6,842,150,Sensitive,Female,Jar,Glycerin,True,Japan
Divine Lipstick,Charlotte Tilbury,Face Mask,Monthly,31.92,2,6436,250,Normal,Male,Bottle,Glycerin,True,Australia
Divine Powder,Laura Mercier,Lipstick,Monthly,42.81,3,5478,100,Sensitive,Male,Compact,Salicylic Acid,False,Japan
Ultra Exfoliator,Bite Beauty,Lip Liner,Occasional,85.45,2.5,4787,100,Sensitive,Male,Stick,Retinol,True,Germany
Super Lipstick,E.l.f.,Concealer,Weekly,82.2,4.2,4781,30,Oily,Male,Bottle,Vitamin C,False,Japan
Perfect Lipstick,Juvia’s Place,Lip Gloss,Weekly,143.88,4.7,2795,200,Dry,Female,Stick,Vitamin C,True,France
Divine Face Oil,Morphe,Contour,Weekly,141.73,3.3,4622,150,Sensitive,Unisex,Tube,Salicylic Acid,True,Japan
Ultra CC Cream,Sisley,Face Mask,Weekly,32.77,4.1,809,200,Sensitive,Unisex,Bottle,Hyaluronic Acid,True,Germany
Perfect CC Cream,Shiseido,Primer,Daily,76.7,4.3,2859,200,Oily,Male,Bottle,Retinol,True,Germany
Divine Face Mask,Kiehl’s,Primer,Daily,111.59,2.1,222,150,Combination,Male,Spray,Aloe Vera,True,Australia
Divine Makeup Remover,Milk Makeup,Powder,Daily,112.34,3.8,6914,200,Combination,Female,Jar,Salicylic Acid,False,Germany
Magic Primer,Becca,Moisturizer,Daily,119.99,1.5,1720,250,Normal,Male,Bottle,Glycerin,False,Japan
Ultra Face Mask,RMS Beauty,Face Oil,Occasional,78.44,3.4,5710,50,Dry,Female,Spray,Retinol,False,UK
Ultra Face Mask,Farsali,Makeup Remover,Monthly,31.65,1.4,1534,200,Combination,Female,Tube,Glycerin,False,Italy
Magic Powder,Huda Beauty,Contour,Monthly,43.8,4,3848,150,Normal,Unisex,Stick,Shea Butter,True,USA
Ultra Makeup Remover,Natasha Denona,Lip Gloss,Monthly,33.61,4.4,618,50,Normal,Female,Spray,Hyaluronic Acid,False,Japan
Divine Setting Spray,Make Up For Ever,Face Mask,Daily,120.06,4.4,3095,100,Oily,Unisex,Jar,Glycerin,True,Germany
Magic Highlighter,Bobby Brown,Contour,Weekly,45.14,3.9,8313,200,Dry,Male,Jar,Salicylic Acid,True,USA
Magic Face Oil,E.l.f.,Face Oil,Daily,117.39,1.5,6128,250,Combination,Unisex,Tube,Retinol,False,Japan
Divine Highlighter,Becca,Mascara,Daily,116.17,3.7,5858,100,Oily,Female,Spray,Salicylic Acid,True,USA
Ultra Moisturizer,Milk Makeup,Concealer,Daily,104.07,1.9,1657,30,Dry,Unisex,Jar,Glycerin,True,UK
Perfect Mascara,Glossier,Bronzer,Monthly,76.99,3.2,2488,100,Normal,Female,Compact,Aloe Vera,False,USA
Perfect Setting Spray,Glossier,Bronzer,Weekly,144.32,4.5,6809,150,Sensitive,Female,Compact,Salicylic Acid,True,Italy
Magic Serum,Make Up For Ever,Primer,Weekly,29.33,4.1,2934,100,Combination,Female,Stick,Salicylic Acid,False,France
Super Setting Spray,Morphe,Serum,Occasional,64.96,4.3,1290,250,Normal,Male,Bottle,Vitamin C,True,South Korea
Perfect Mascara,Clinique,Setting Spray,Occasional,54.07,2.2,2017,150,Combination,Female,Spray,Glycerin,True,Japan
Super BB Cream,Ilia Beauty,Foundation,Occasional,47.1,3.1,8873,150,Combination,Unisex,Bottle,Vitamin C,True,Germany
Divine Mascara,Anastasia Beverly Hills,Primer,Monthly,64.38,3.2,3612,250,Dry,Unisex,Jar,Glycerin,False,Japan
Ultra Moisturizer,Pat McGrath Labs,BB Cream,Weekly,39.24,2.9,1184,100,Combination,Female,Compact,Retinol,False,Japan
Ultra Bronzer,Drunk Elephant,Cleanser,Occasional,28.12,3.1,6787,50,Sensitive,Male,Tube,Glycerin,True,USA
Ultra Moisturizer,Too Faced,Setting Spray,Daily,116.87,4,145,100,Oily,Male,Jar,Shea Butter,False,France
Divine Setting Spray,Farsali,Bronzer,Monthly,16.56,4.2,419,250,Sensitive,Male,Spray,Hyaluronic Acid,False,UK
Divine Eyeliner,ColourPop,Serum,Weekly,45.13,4.7,3712,200,Normal,Male,Spray,Hyaluronic Acid,True,Australia
Perfect Eyeliner,Charlotte Tilbury,Lipstick,Monthly,41.19,1.5,1405,50,Normal,Female,Bottle,Glycerin,True,Germany
Magic Blush,Charlotte Tilbury,Bronzer,Weekly,143.83,3.1,8748,150,Sensitive,Unisex,Jar,Hyaluronic Acid,True,Japan
Super Moisturizer,Juvia’s Place,Primer,Monthly,143.94,1.4,1324,200,Oily,Male,Jar,Shea Butter,True,Italy
Divine Eyeliner,Urban Decay,Highlighter,Daily,43.42,1.6,356,250,Sensitive,Male,Tube,Hyaluronic Acid,True,USA
Super Eyeliner,Make Up For Ever,Highlighter,Occasional,55.35,4.1,6890,250,Normal,Female,Stick,Salicylic Acid,False,South Korea
Super Serum,Bite Beauty,Blush,Weekly,56.62,1.9,8705,200,Oily,Male,Jar,Hyaluronic Acid,True,UK
Ultra Makeup Remover,Bobby Brown,Mascara,Occasional,21.03,3,4521,200,Oily,Unisex,Tube,Hyaluronic Acid,False,Italy
Divine Contour,ColourPop,Face Mask,Weekly,135.18,1.6,7393,150,Oily,Unisex,Jar,Retinol,True,UK
Ultra Serum,Anastasia Beverly Hills,Powder,Daily,139.37,3.1,5306,50,Sensitive,Male,Spray,Glycerin,True,Japan
Perfect Foundation,Bite Beauty,Face Oil,Monthly,48.14,2.4,5430,50,Oily,Female,Tube,Vitamin C,False,Australia
Magic Primer,Tarte,Blush,Occasional,137.33,3,2783,100,Sensitive,Unisex,Bottle,Retinol,False,France
Perfect Foundation,Tarte,Primer,Daily,30.81,2.6,411,200,Dry,Female,Bottle,Glycerin,False,France
Ultra Cleanser,Make Up For Ever,Contour,Occasional,94.89,4,4351,250,Oily,Male,Stick,Salicylic Acid,True,Japan
Super Exfoliator,Milk Makeup,Bronzer,Monthly,58.22,2.2,2072,100,Oily,Male,Jar,Shea Butter,False,Australia
Perfect Eyeliner,Patrick Ta,Cleanser,Occasional,137.33,2.4,8954,50,Normal,Male,Stick,Hyaluronic Acid,False,USA
Super Foundation,Tatcha,Exfoliator,Weekly,59.44,4.5,3534,50,Normal,Unisex,Bottle,Aloe Vera,False,Australia
Super Foundation,Bobby Brown,Bronzer,Weekly,38.07,2.6,8226,30,Sensitive,Unisex,Bottle,Shea Butter,False,Japan
Super Bronzer,Urban Decay,Highlighter,Weekly,49.69,3.8,1267,50,Dry,Unisex,Tube,Vitamin C,False,France
Magic Lip Liner,Danessa Myricks,Highlighter,Occasional,50.62,2.2,992,200,Dry,Male,Bottle,Salicylic Acid,True,UK
Divine Moisturizer,Patrick Ta,CC Cream,Occasional,114.8,4.6,6553,50,Combination,Male,Spray,Shea Butter,True,France
Ultra Face Oil,Patrick Ta,Cleanser,Monthly,61.5,2.2,2251,50,Sensitive,Female,Bottle,Shea Butter,True,USA
Ultra Serum,E.l.f.,Eyeliner,Daily,73.21,1.6,363,250,Oily,Female,Bottle,Hyaluronic Acid,True,France
Magic Blush,Clinique,Setting Spray,Monthly,134.79,4.1,5339,30,Combination,Unisex,Stick,Hyaluronic Acid,False,UK
Super Foundation,Pat McGrath Labs,Lip Gloss,Daily,71.8,2.6,2476,100,Oily,Male,Jar,Vitamin C,True,Japan
Divine Blush,Rare Beauty,Eye Shadow,Weekly,72.71,2.1,8029,250,Normal,Unisex,Stick,Hyaluronic Acid,False,UK
Magic BB Cream,Bourjois,Powder,Occasional,12.45,4.6,72,100,Normal,Male,Stick,Aloe Vera,True,Australia
Perfect Setting Spray,Glossier,Serum,Weekly,120.12,4,2352,100,Sensitive,Female,Jar,Salicylic Acid,False,UK
Divine Primer,Urban Decay,Powder,Monthly,95.49,4.3,241,250,Dry,Male,Bottle,Glycerin,True,USA
Divine Blush,Huda Beauty,Lipstick,Monthly,132.8,3.8,556,50,Oily,Male,Spray,Glycerin,True,Germany
Divine Serum,Huda Beauty,CC Cream,Weekly,34.19,2.1,2355,200,Normal,Male,Stick,Shea Butter,True,France
Divine Lip Liner,Glossier,Eyeliner,Monthly,86.73,3.4,4418,150,Oily,Male,Bottle,Vitamin C,True,Japan
Super Cleanser,Make Up For Ever,Highlighter,Weekly,99.8,3.6,6163,50,Sensitive,Female,Tube,Shea Butter,False,Australia
Divine Contour,Farsali,Mascara,Daily,104.85,3.7,748,100,Combination,Unisex,Jar,Vitamin C,True,UK
Perfect Exfoliator,Sisley,Primer,Occasional,53.84,2.7,2514,150,Oily,Female,Stick,Salicylic Acid,True,USA
Divine Makeup Remover,Kylie Cosmetics,Eye Shadow,Weekly,62.84,3.3,2050,30,Oily,Male,Tube,Salicylic Acid,True,UK
Divine Moisturizer,Shiseido,Blush,Daily,94.46,4.8,2933,30,Combination,Unisex,Jar,Aloe Vera,True,Australia
Magic Face Mask,Bourjois,Lip Gloss,Occasional,13.14,1.2,1925,100,Sensitive,Male,Spray,Aloe Vera,True,Australia
Ultra Face Oil,Urban Decay,Foundation,Weekly,68.72,1.1,8180,150,Dry,Male,Compact,Hyaluronic Acid,False,Japan
Perfect Lip Liner,Fenty Beauty,Contour,Weekly,37.31,4.2,3603,150,Sensitive,Female,Jar,Shea Butter,False,France
Magic Face Oil,Patrick Ta,Face Mask,Monthly,136.75,1.4,4302,100,Combination,Unisex,Spray,Glycerin,True,France
Perfect Blush,Juvia’s Place,Eyeliner,Monthly,80.6,1.2,5539,100,Combination,Unisex,Compact,Retinol,False,UK
Magic Lipstick,Drunk Elephant,Face Mask,Weekly,126.4,4.5,3371,150,Combination,Unisex,Stick,Glycerin,True,USA
Super Powder,NARS,Blush,Weekly,13.26,3.8,234,150,Normal,Female,Compact,Hyaluronic Acid,True,UK
Super Concealer,Huda Beauty,Exfoliator,Daily,118.99,4.9,2445,100,Oily,Male,Compact,Glycerin,True,Japan
Magic Foundation,Morphe,Powder,Daily,87.98,4.5,3073,30,Normal,Female,Stick,Retinol,False,South Korea
Magic Blush,Natasha Denona,CC Cream,Occasional,31.8,3.2,7804,30,Oily,Male,Spray,Salicylic Acid,True,Germany
Magic Cleanser,Rare Beauty,Bronzer,Occasional,119.38,4.6,5265,150,Sensitive,Male,Bottle,Hyaluronic Acid,True,UK
Super Lip Liner,Bourjois,Blush,Occasional,148.75,3.6,7668,100,Sensitive,Male,Spray,Glycerin,False,UK
Super Powder,Clinique,Makeup Remover,Weekly,70.59,1.8,3420,250,Dry,Unisex,Compact,Hyaluronic Acid,True,UK
Ultra CC Cream,Bobby Brown,Foundation,Occasional,110.77,4.9,8467,200,Combination,Unisex,Compact,Salicylic Acid,False,France
Ultra Eye Shadow,Sisley,Serum,Monthly,139.4,3.2,611,150,Combination,Male,Spray,Aloe Vera,True,France
Perfect Lipstick,Patrick Ta,Face Oil,Daily,122.25,1.5,4536,100,Combination,Male,Bottle,Salicylic Acid,True,Germany
Ultra Bronzer,Rare Beauty,Lip Gloss,Daily,147.9,1.2,6039,200,Dry,Male,Compact,Shea Butter,True,France
Ultra Lip Gloss,Natasha Denona,Eyeliner,Daily,35.27,4.6,1985,150,Combination,Female,Stick,Retinol,False,USA
Perfect Setting Spray,NARS,Highlighter,Monthly,44.18,2.2,4907,250,Oily,Female,Stick,Glycerin,True,USA
Super Lip Gloss,Becca,Highlighter,Daily,44.54,2.7,5581,100,Sensitive,Male,Spray,Salicylic Acid,False,Germany
Perfect Cleanser,Tatcha,Face Mask,Weekly,84.72,4.1,4788,50,Oily,Unisex,Bottle,Hyaluronic Acid,False,Australia
Perfect Cleanser,Make Up For Ever,Setting Spray,Daily,54.57,3.5,480,250,Normal,Male,Tube,Vitamin C,False,Australia
Perfect Highlighter,Bourjois,Face Mask,Monthly,33.85,4.1,291,200,Dry,Unisex,Tube,Shea Butter,True,Australia
Ultra Highlighter,Patrick Ta,Concealer,Daily,48.52,1.4,5770,30,Normal,Female,Stick,Hyaluronic Acid,False,Germany
Perfect Concealer,E.l.f.,Primer,Monthly,40.15,2.9,4177,250,Oily,Unisex,Bottle,Salicylic Acid,False,France
Divine Exfoliator,KVD Beauty,Primer,Occasional,48.07,3.9,405,50,Oily,Male,Jar,Shea Butter,False,France
Perfect Exfoliator,Becca,Concealer,Monthly,52.98,1,8434,30,Oily,Male,Jar,Retinol,True,South Korea
Ultra Primer,Too Faced,Mascara,Monthly,73.99,4.8,5896,250,Normal,Male,Stick,Shea Butter,False,USA
Divine Mascara,Milk Makeup,Moisturizer,Daily,94.88,1.6,9357,200,Sensitive,Male,Tube,Salicylic Acid,True,South Korea
Perfect Setting Spray,Glossier,Bronzer,Occasional,93.51,2.4,3886,100,Oily,Male,Tube,Retinol,False,UK
Divine Eye Shadow,Bobby Brown,Lip Gloss,Weekly,15.53,4,3136,100,Combination,Male,Spray,Retinol,False,Australia
Ultra Eye Shadow,Farsali,Cleanser,Monthly,46.88,4.1,5849,30,Oily,Unisex,Spray,Hyaluronic Acid,True,South Korea
Super Makeup Remover,Sisley,Exfoliator,Occasional,31.11,4.5,3563,100,Normal,Female,Compact,Vitamin C,False,Germany
Super Lip Liner,KVD Beauty,Primer,Daily,64.94,4.4,1999,200,Dry,Unisex,Bottle,Shea Butter,False,South Korea
Perfect BB Cream,Charlotte Tilbury,Face Oil,Monthly,32.02,4.6,9683,150,Normal,Female,Compact,Hyaluronic Acid,True,UK
Ultra Face Mask,Drunk Elephant,Bronzer,Daily,109.74,3.3,8687,150,Oily,Female,Stick,Salicylic Acid,True,Japan
Divine Exfoliator,Bobby Brown,Blush,Weekly,54.47,3.9,1466,200,Normal,Female,Bottle,Salicylic Acid,False,USA
Ultra Lipstick,Juvia’s Place,Contour,Monthly,62.9,1.4,4836,30,Oily,Unisex,Jar,Retinol,False,Italy
Super Lip Gloss,Farsali,Setting Spray,Weekly,32.51,1.9,9005,100,Oily,Female,Stick,Salicylic Acid,True,Australia
